prism_id,last_name,first_name,middle_name,birth_year,birth_month,birth_day,bbref_id,espn_id,fangraphs_id,mlbam_id,nfbc_id,sfbb_id,yahoo_id
02vkfagg3r,Baldwin,Drake,,2001,3,28,baldwdr01,,31539,686948,12203,baldwdr01,60077
04ta2mnv00,Vientos,Mark,,1999,12,11,vientma01,,22184,668901,10282,vientma01,10922
05811feewg,Marte,Starling,,1988,10,9,martest01,,9241,516782,7736,martest01,9118
05tt9gm92w,Montas,Frankie,,1993,3,21,montafr02,,14309,593423,9103,montafr02,10027
07gbakc48c,Lodolo,Nick,,1998,2,5,lodolni01,,26378,666157,10964,lodolni01,11750
08wv6yydrm,Adam,Jason,,1991,8,4,adamja01,,11861,592094,10025,adamja01,11009
09b13bd6m8,Lowder,Rhett,,2002,3,8,lowderh01,,33876,695076,11933,lowderh01,62977
0d08y8503m,Pederson,Joc,,1992,4,21,pederjo01,,11899,592626,8688,pederjo01,9414
0eqwpj88q0,Glasnow,Tyler,,1993,8,23,glasnty01,,14374,607192,8700,glasnty01,9616
0g8pjgx25w,Duran,Jarren,,1996,9,5,duranja01,,24617,680776,10824,duranja01,11735
0gk71p64rw,Butto,Jose,,1998,3,19,buttojo01,,23313,676130,11400,buttojo01,12337
0jz9s3m1dw,Castellanos,Nick,,1992,3,4,casteni01,,11737,592206,8221,casteni01,9108
0kmr7qjmec,Swanson,Erik,,1993,9,4,swanser01,,16587,657024,10449,swanser01,11236
0m24y75bmm,Alexander,Blaze,,1999,6,11,alexabl01,,23789,677942,10142,alexabl01,11415
0qngprby74,Houck,Tanner,,1996,6,29,houckta01,,19879,656557,11068,houckta01,10852
0r5rkppfn0,Moncada,Yoan,,1995,5,27,moncayo01,,17232,660162,8979,moncayo01,9900
0vzj26ds0m,Heaney,Andrew,,1991,6,5,heanean01,,15423,571760,8670,heanean01,9586
0x9v79b9xm,Scott,Victor,,2001,2,12,scottvi01,,31349,687363,11947,scottvi01,61888
0yg1r3jbr8,Ragans,Cole,,1997,12,12,raganco01,,21846,666142,10166,raganco01,10610
0ywnbtb694,Springer,George,,1989,9,19,springe01,,12856,543807,8433,springe01,9339
0zr8qaqwwg,Whitcomb,Shay,,1998,9,28,whitcsh01,,27789,694376,12156,whitcsh01,12442
0zwby8rnhc,Rodriguez,Endy,,2000,5,26,rodrien01,,25332,682848,11584,rodrien01,12160
10r73bae1g,Vargas,Miguel,,1999,11,17,vargami01,,20178,678246,10417,vargami01,11781
11agc7snhg,Hicks,Jordan,,1996,9,6,hicksjo03,,19618,663855,9957,hicksjo03,10947
11rnchfqbg,Megill,Tylor,,1995,7,28,megilty01,,21318,656731,11227,megilty01,12215
11xr0hsce0,Sewald,Paul,,1990,5,26,sewalpa01,,13892,623149,9642,sewalpa01,10657
150c9tvh6w,Singleton,Jonathan,,1991,9,18,singljo02,,10441,572138,8213,singljo02,9099
15rar3ch18,Sasaki,Roki,,2001,11,3,sasakro01,,35323,808963,11940,sasakro01,64803
16cnyyqtvg,Ginkel,Kevin,,1994,3,24,ginkeke01,,19876,656464,10662,ginkeke01,11626
16gqhnv2e0,De La Cruz,Elly,,2002,1,11,delacel01,,26668,682829,11583,delacel01,12393
173yc4sz10,Dezenzo,Zach,,2000,5,11,dezenza01,,31562,701305,12145,dezenza01,62488
1770bsg9rw,Chourio,Jackson,,2004,3,11,chourja01,,28806,694192,11738,chourja01,12480
179je9rszc,Koenig,Jared,,1994,1,24,koenija01,,27517,657649,11489,koenija01,12630
17m05z683m,Busch,Michael,,1997,11,9,buschmi02,,26319,683737,11048,buschmi02,11778
18a9et0ksm,Heyward,Jason,,1989,8,9,heywaja01,,4940,518792,7112,heywaja01,8621
19z56wcbp4,Akin,Keegan,,1995,4,1,akinke01,,19362,669211,10524,akinke01,10431
1axeymq8b8,Bohm,Alec,,1996,8,3,bohmal01,,21618,664761,10125,bohmal01,11365
1b0q97e6k4,McArthur,James,,1996,12,11,mcartja01,,21527,663704,11345,mcartja01,12324
1bsr1etdpw,Winker,Jesse,,1993,8,17,winkeje01,,13590,608385,8647,winkeje01,9561
1d73wh2q2w,Casparius,Ben,,1999,2,11,caspabe01,,30085,676508,12159,caspabe01,64785
1d94axj0n0,Garrett,Braxton,,1997,8,5,garrebr01,,21844,666129,10147,garrebr01,10513
1dhftg7thm,Hodge,Porter,,2001,2,21,hodgepo01,,26413,687863,11980,hodgepo01,60122
1dxwc6tpfc,Yamamoto,Yoshinobu,,1998,8,17,yamamyo01,,33825,808967,11883,yamamyo01,63423
1e0teqzc1m,Lopez,Pablo,,1996,3,7,lopezpa01,,17085,641154,9876,lopezpa01,11057
1e8wsgahdg,Diaz,Alexis,,1996,9,28,diazal03,,21132,664747,11350,diazal03,12301
1g0x6eqcdc,Adames,Willy,,1995,9,2,adamewi01,,15986,642715,8971,adamewi01,9893
1g5f93wgx0,Sanchez,Jesus,,1997,10,7,sanchje02,,19913,660821,10236,sanchje02,10951
1gabnx404c,Solano,Donovan,,1987,12,17,solando01,,8623,456781,8294,solando01,9190
1gkkvgfm6c,Gaddis,Hunter,,1998,4,9,gaddihu01,,25636,683769,11528,gaddihu01,12665
1gq09he8h4,Kingery,Scott,,1994,4,29,kingesc01,,17975,664068,9777,kingesc01,10558
1gy1jg0fq4,Correa,Carlos,,1994,9,22,correca01,,14162,621043,8656,correca01,9573
1hj3vm9ys4,Polanco,Jorge,,1993,7,5,polanjo01,,13152,593871,8832,polanjo01,9750
1jz8ew8epc,Encarnacion-Strand,Christian,,1999,12,1,encarch01,,30011,687952,11736,encarch01,60131
1kkjqnz63c,Assad,Javier,,1997,7,30,assadja01,,21741,665871,11547,assadja01,12682
1mhj498ryr,India,Jonathan,,1994,12,15,indiajo01,,21523,663697,10248,indiajo01,11292
1mj0m1yry4,Benintendi,Andrew,,1994,7,6,beninan01,,17901,643217,9417,beninan01,10159
1npe6yzhv4,Rocchio,Brayan,,2001,1,13,rocchbr01,,23690,677587,10379,rocchbr01,11448
1xtvws4mhm,Slaten,Justin,,1997,9,15,slateju01,,25648,686580,12008,slateju01,63500
1z64zzr8xm,Blanco,Ronel,,1993,8,31,blancro01,,19407,669854,11447,blancro01,12590
2030c8759g,Gonzales,Nick,,1999,5,27,gonzani01,,27490,693304,11038,gonzani01,12049
22wpd4ncjw,Turang,Brice,,1999,11,21,turanbr02,,22186,668930,10151,turanbr02,11343
294vjgwpac,Cowser,Colton,,2000,3,20,cowseco01,,29591,681297,11609,cowseco01,12369
29kzqct098,Kershaw,Clayton,,1988,3,19,kershcl01,,2036,477132,7150,kershcl01,8180
2amdasj4m0,Gimenez,Andres,,1998,9,4,gimenan01,,19950,665926,10133,gimenan01,10919
2cafkng3nw,McCullers,Lance,,1993,10,2,mcculla02,,14120,621121,8659,mcculla02,9575
2dvzy5hgym,Hancock,Emerson,,1999,5,31,hancoem01,,27470,676106,10873,hancoem01,11988
2gvy9bg3dg,Mahle,Tyler,,1994,9,29,mahlety01,,16358,641816,9742,mahlety01,10455
2hp9esnmw4,Rodriguez,Emmanuel,,2003,2,28,rodriem01,,sa3014693,691181,11990,rodriem01,12487
2jpv1bqft0,Ray,Robbie,,1991,10,1,rayro02,,11486,592662,8775,rayro02,9691
2mervhb2gw,Cruz,Oneil,,1998,10,4,cruzon01,,21711,665833,10305,cruzon01,11370
2n7s42bqz8,Singer,Brady,,1996,8,4,singebr01,,25377,663903,10145,singebr01,11323
2p5eawqgf8,Barger,Addison,,1999,11,12,bargead01,,24598,680718,11596,bargead01,12741
2q1v3fpjn0,Abrams,CJ,,2000,10,3,abramcj01,,25768,682928,11045,abramcj01,11822
2qdwbj3efg,Ginn,J.T.,,1999,5,20,ginnjt01,,27889,669372,12161,ginnjt01,12158
2r3tfn2304,Contreras,William,,1997,12,24,contrwi02,,20503,661388,10364,contrwi02,11268
2r6xaqmg8m,Turner,Justin,,1984,11,23,turneju01,,5235,457759,7742,turneju01,8588
2tvqvmzd6r,Sheets,Gavin,,1996,4,23,sheetga01,,19901,657757,10204,sheetga01,10879
2txyha8hg8,Story,Trevor,,1992,11,15,storytr01,,12564,596115,8658,storytr01,9571
2xw5y9y8q8,Keaschall,Luke,,2002,8,15,keasclu01,,33321,807712,12228,keasclu01,63023
2yqezwd0zr,Montgomery,Jordan,,1992,12,27,montgjo01,,16511,656756,9646,montgjo01,10660
2yxdecf1w8,Anderson,Justin,,1992,9,28,anderju01,,16201,605121,10023,anderju01,11002
32tacfzcpg,Priester,Quinn,,2000,9,15,priesqu01,,25977,682990,11131,priesqu01,11820
348y7d1yr4,Baz,Shane,,1999,6,17,bazsh01,,22264,669358,10331,bazsh01,10934
38604pghpg,Pivetta,Nick,,1993,2,14,pivetni01,,15454,601713,9570,pivetni01,10683
39ntptjnt0,Burke,Sean,,1999,12,18,burkese01,,29878,680732,11755,burkese01,12418
3bf49b6mhm,Mitchell,Garrett,,1998,9,4,mitchga01,,27555,669003,11204,mitchga01,12152
3cajgafksm,Friedl,TJ,,1995,8,14,friedtj01,,19522,670770,10344,friedtj01,11290
3cmk3jctpw,Hamilton,David,,1997,9,29,hamilda03,,27531,666152,11645,hamilda03,12732
3d60dpag80,Tena,Jose,,2001,3,20,tenajo01,,23691,677588,11383,tenajo01,12318
3h0yme9vfg,Rojas,Johan,,2000,8,14,rojasjo03,,24336,679032,11643,rojasjo03,12508
3h9xkdaq2m,O'Hearn,Ryan,,1993,7,26,ohearry01,,16442,656811,9824,ohearry01,10485
3hf02jdjag,Young,Jacob,,1999,7,27,youngja03,,29931,696285,11846,youngja03,62138
3hqgbgt4wr,Wacha,Michael,,1991,7,1,wachami01,,14078,608379,8426,wachami01,9329
3m851meaf4,Fitts,Richard,,1999,12,17,fittsri01,,30160,690916,12014,fittsri01,60306
3pf55nc7xm,Caratini,Victor,,1993,8,17,caratvi01,,14968,605170,9262,caratvi01,10748
3qn48yavbg,Malloy,Justyn-Henry,,2000,2,19,malloju02,,29606,669234,11617,malloju02,60173
3qvcjjrbkm,Abreu,Bryan,,1997,4,22,abreubr01,,16609,650556,10381,abreubr01,11208
400gzhq370,Boyle,Joe,,1999,8,14,boylejo01,,29608,671212,11868,boylejo01,60134
42ve8vpsg0,Profar,Jurickson,,1993,2,20,profaju01,,10815,595777,8228,profaju01,9112
43p9s12qf0,Tovar,Ezequiel,,2001,8,1,tovarez01,,24064,678662,11346,tovarez01,12322
45bngnywbg,Suarez,Ranger,,1995,8,26,suarera01,,17277,624133,9840,suarera01,11117
463javmppc,Valdez,Framber,,1993,11,19,valdefr01,,17295,664285,10083,valdefr01,11138
4697wm26p4,Carroll,Corbin,,2000,8,21,carroco02,,25878,682998,11025,carroco02,11722
47k5c967zr,Green,Chad,,1991,5,24,greench03,,15552,643338,9361,greench03,10293
47p3rsyaj0,Reynolds,Sean,,,,,reynose01,,22253,669308,11642,,12715
49skdbazcr,Castillo,Luis,,1992,12,12,castilu02,,15689,622491,9506,castilu02,10514
4b7tmsykam,Jackson,Luke,,1991,8,24,jackslu01,,11752,592426,8716,jackslu01,9632
4bp4t59mx4,Maeda,Kenta,,1988,4,11,maedake01,,18498,628317,9183,maedake01,10105
4bzeasepyr,Soto,Juan,,1998,10,25,sotoju01,,20123,665742,10030,sotoju01,10626
4cab2y6peg,Mauricio,Ronny,,2001,4,4,mauriro01,,23698,677595,10318,mauriro01,11351
4ez7bpbk70,Manning,Matt,,1998,1,28,mannima02,,20369,666159,10285,mannima01,10474
4gmq31ba28,Kremer,Dean,,1996,1,7,kremede01,,19350,665152,10183,kremede01,11428
4j57ymg5z0,Ramirez,Jose,,1992,9,17,ramirjo01,,13510,608070,8594,ramirjo01,9507
4jfbne792c,Ryan,Joe,,1996,6,5,ryanjo04,,21390,657746,10786,ryanjo04,11847
4kd2eggcer,Gray,Jon,,1991,11,5,grayjo02,,14916,592351,8653,grayjo02,9567
4kyz3hjz64,Knack,Landon,,1997,7,15,knackla01,,27487,689017,11058,knackla01,12038
4n1ajmhyjm,Schuemann,Max,,1997,6,11,schuema01,,24488,680474,11427,schuema01,62078
4pszvsfhcw,Pepiot,Ryan,,1997,8,21,pepiory01,,26221,686752,11059,pepiory01,12036
4q4074nm7r,Kopech,Michael,,1996,4,30,kopecmi01,,17282,656629,9779,kopecmi01,10412
4qm7dbcz2m,Herz,DJ,,2001,1,4,herzdj01,,26389,687792,11969,herzdj01,63299
4rtkwv2150,Lowe,Brandon,,1994,7,6,lowebr01,,18882,664040,10068,lowebr01,11125
4s214x2kdr,Caminero,Junior,,2003,7,25,caminju01,,28163,691406,11875,caminju01,60419
4t93xrgt48,Diaz,Edwin,,1994,3,22,diazed04,,14710,621242,9376,diazed04,10214
4wv3r5cbnw,Clevinger,Mike,,1990,12,21,clevimi01,,12808,605182,9210,clevimi01,10296
4x64ghybnm,Perkins,Blake,,1996,9,10,perkibl01,,19921,663368,11719,perkibl01,11472
4y2bsnrj0c,Pressly,Ryan,,1988,12,15,pressry01,,7005,519151,8452,pressry01,9358
4z3sem8gf8,Fortes,Nick,,1996,11,11,forteni01,,21538,663743,11289,forteni01,12271
5148sabgdm,McGreevy,Michael,,2000,7,8,mcgremi01,,29869,700241,12137,mcgremi01,12549
52y4r95nz8,Moniak,Mickey,,1998,5,13,moniami01,,19956,666160,9784,moniami01,10557
53qbwqykp0,Soroka,Mike,,1997,8,4,sorokmi01,,18383,647336,9791,sorokmi01,10423
54sm082zec,Myers,Tobias,,1998,8,5,myersto01,,22191,668964,10345,myersto01,11547
54vyeae9sw,Joyce,Ben,,2000,9,17,joycebe01,,31461,690829,11754,joycebe01,60218
555nrcdhd8,Verlander,Justin,,1983,2,20,verlaju01,,8700,434378,5420,verlaju01,7590
55xpqas1tg,Beck,Tristan,,1996,6,24,becktr01,,21584,663941,10352,becktr01,11420
58p4ejx89m,DeJong,Paul,,1993,8,2,dejonpa01,,18015,657557,9666,dejonpa01,10713
5beenm9vpw,Brown,Ben,,1999,9,9,brownbe02,,23590,676962,11935,brownbe02,12748
5cmpwvh910,D'Arnaud,Travis,,1989,2,10,darnatr01,,7739,518595,8211,darnatr01,9096
5cpsrgajk0,Hoerner,Nico,,1997,5,13,hoernni01,,21479,663538,10302,hoernni01,11284
5ebz8e1mbm,Clase,Emmanuel,,1998,3,18,claseem01,,21032,661403,10661,claseem01,11625
5f6zptx6z0,Call,Alex,,1994,9,27,callal02,,19296,669743,10520,callal02,12653
5kyswm2tpg,Heim,Jonah,,1995,6,27,heimjo01,,16930,641680,10705,heimjo01,11662
5p45g8j8z0,Carlson,Dylan,,1998,10,23,carlsdy01,,20126,666185,10190,carlsdy01,10643
5ryma608s0,Locklear,Tyler,,2000,11,24,locklty01,,31396,682988,12049,locklty01,60581
5vv71zgx5r,Marsh,Brandon,,1997,12,18,marshbr02,,20202,669016,10146,marshbr02,10499
5xdr0ztpkw,Yoshida,Masataka,,1993,7,15,yoshima02,,31837,807799,11629,yoshima02,12763
5yfkskf8bg,Gallen,Zac,,1995,8,3,galleza01,,19291,668678,9944,galleza01,11116
5yv9vg04h0,King,Bryan,,,,,kingbr02,,25890,687911,12111,,64014
5zjt200f6r,Castro,Willi,,1997,4,24,castrwi01,,17338,650489,9856,castrwi01,10868
60nej117kc,Williams,Gavin,,1999,7,26,williga01,,30122,668909,11590,williga01,12401
62tpq61s2m,Okert,Steven,,1991,7,9,okertst01,,13580,595345,9290,okertst01,10109
63yhaegbnm,Robles,Victor,,1997,5,19,roblevi01,,18363,645302,9765,roblevi01,10227
6465n328d8,Isbel,Kyle,,1997,3,3,isbelky01,,21614,664728,10408,isbelky01,11471
65fgkj0rb4,Uceta,Edwin,,1998,1,9,ucetaed01,,20539,670955,11060,ucetaed01,11482
66e0vw9xec,Steele,Justin,,1995,7,11,steelju01,,17312,657006,10477,steelju01,11202
69c5snp8t8,Acuna,Luisangel,,2002,3,12,acunalu01,,26548,682668,11614,acunalu01,11878
69qjmkgtx4,Hays,Austin,,1995,7,5,haysau01,,19363,669720,9763,haysau01,10826
69yp1hh4mr,Manaea,Sean,,1992,2,1,manaese01,,15873,640455,8666,manaese01,9582
6bqr2bvh14,Del Castillo,Adrian,,1999,9,27,delcaad01,,29554,680728,12144,delcaad01,12359
6btv9rwb0g,Cortes,Nestor,,1994,12,10,cortene01,,17874,641482,9934,cortene01,10970
6chcwrtan4,O'Hoppe,Logan,,2000,2,9,ohopplo01,,24729,681351,11075,ohopplo01,12011
6f1a7rjezm,Walker,Ryan,,1995,11,26,walkery01,,20423,676254,11794,walkery01,61627
6n7h3etam4,Miller,Bryce,,1998,8,23,millebr04,,29837,682243,11636,millebr04,12540
6p7ty6dct4,Beck,Jordan,,2001,4,19,beckjo01,,31431,687597,12084,beckjo01,60147
6rwamdr6ng,Dollander,Chase,,2001,10,26,dollach01,,33482,801403,12209,dollach01,62975
6saxyjamam,Flaherty,Jack,,1995,10,15,flaheja01,,17479,656427,9750,flaheja01,10592
6t00rskex8,Stanton,Giancarlo,,1989,11,8,stantmi03,,4949,519317,7789,stantmi03,8634
6twgmnx0br,Albies,Ozzie,,1997,1,7,albieoz01,,16556,645277,9721,albieoz01,10237
6vzj63z4p8,Wade,LaMonte,,1994,1,1,wadela01,,18126,664774,10271,wadela01,11174
6xg12b2p28,Walker,Jordan,,2002,5,22,walkejo02,,27475,691023,10885,walkejo02,12024
6ybcm0pja4,Beeks,Jalen,,1993,7,10,beeksja02,,17192,656222,9833,beeksja02,10850
6yganzmfvm,Ferrer,Jose A.,,1999,12,22,ferrejo01,,24017,678606,11662,ferrejo01,12723
6yhpj4d3y4,Pages,Andy,,2000,12,8,pagesan01,,24816,681624,11682,pagesan01,12148
6ywzk0v83w,Diaz,Yilber,,2000,8,19,diazyi01,,29271,700270,12125,diazyi01,60566
71ch1jkrz8,Bender,Anthony,,1995,2,3,bendean01,,19742,669622,11205,bendean01,12194
728dpk7dh0,Jones,Jared,,2001,8,6,jonesja09,,27863,683003,11893,jonesja09,60907
74tbgvn81g,Davis,Henry,,1999,9,21,davishe01,,29617,680779,11742,davishe01,12514
74yaqrzf38,Spiers,Carson,,1997,11,11,spierca01,,27685,686730,11854,spierca01,63341
75857kqzmm,Dominguez,Jasson,,2003,2,7,dominja01,,28080,691176,11749,dominja01,11805
75s2ycq04w,Hurter,Brant,,1998,9,6,hurtebr01,,30133,676428,12141,hurtebr01,60178
770d6gthf0,Holmes,Grant,,1996,3,22,holmegr01,,16944,656550,10468,holmegr01,10549
77az73gjz4,Lee,Korey,,1998,7,25,leeko01,,25543,686676,11313,leeko01,11767
78b8sa188m,Hernandez,Enrique,,1991,8,24,hernaen02,,10472,571771,8835,hernaen02,9754
78jtpngtzr,Gil,Luis,,1998,6,3,gillu01,,21052,661563,10760,gillu01,11689
7ab4mb5ztw,Duran,Jhoan,,1998,1,8,duranjh01,,21029,661395,10239,duranjh01,11495
7b956cxam8,Kikuchi,Yusei,,1991,6,17,kikucyu01,,20633,579328,10438,kikucyu01,11263
7enat206k4,Mears,Nick,,1996,10,7,mearsni01,,25376,683232,10910,mearsni01,11979
7hw0gsywww,McMahon,Ryan,,1994,12,14,mcmahry01,,15112,641857,9726,mcmahry01,10175
7j7pqy8fh8,Wrobleski,Justin,,2000,7,14,wroblju01,,31204,680736,12124,wroblju01,63581
7ngpcd80dr,Garcia,Yimi,,1990,8,18,garciyi01,,12095,554340,8895,garciyi01,9815
7nrker2ca0,Phillips,Connor,,2001,5,4,phillco01,,27649,683175,11855,phillco01,12173
7pzmxngs8c,Scott,Tanner,,1994,7,22,scottta01,,17586,656945,9772,scottta01,10432
7qc34sz5v0,Turner,Trea,,1993,6,30,turnetr01,,16252,607208,9132,turnetr01,10056
7qgz26gxe0,Frelick,Sal,,2000,4,19,frelisa01,,29622,686217,11581,frelisa01,12476
7r9sm6fd3g,Misiorowski,Jacob,,2002,4,3,misioja01,,sa3020644,694819,11894,misioja01,60254
7rsk8d89sr,Amador,Adael,,2003,4,11,amadoad01,,27962,691182,11965,amadoad01,12411
7s661gv5k4,Marte,Ketel,,1993,10,12,marteke01,,13613,606466,9112,marteke01,10036
7v4vbstft4,Farmer,Kyle,,1990,8,17,farmeky01,,14813,571657,9537,farmeky01,10775
7vyjbkmzdr,Walker,Christian,,1991,3,28,walkech02,,13419,572233,8924,walkech02,9846
7x3cfmfabm,Chandler,Bubba,,2002,9,14,chandbu01,,sa3017428,696149,12035,chandbu01,12516
7y9ytkjvwr,Rogers,Tyler,,1990,12,17,rogerty01,,15541,643511,10725,rogerty01,11644
80vkvkt3dm,Myers,Dane,,1996,3,8,myersda01,,22054,667472,11820,myersda01,62217
80vy5rfwt0,Ortiz,Joey,,1998,7,14,ortizjo06,,25493,687401,11625,ortizjo06,12374
851rmva0c4,Snider,Collin,,,,,snideco01,,23307,676092,11389,,12334
856sd54h3g,Langeliers,Shea,,1997,11,18,langesh01,,25816,669127,10845,langesh01,11728
86qa7x17bg,Milner,Hoby,,1991,1,13,milneho01,,13346,571948,9589,milneho01,10736
86sa9xzgfc,Silseth,Chase,,2000,5,18,silsech01,,30074,681217,11468,silsech01,12615
872pwac3vm,Joe,Connor,,1992,8,16,joeco01,,16572,656582,10517,joeco01,11256
89b0e8nxfw,Imanaga,Shota,,1993,9,1,imanash01,,33829,684007,11884,imanash01,63640
8bdncbzsm8,Suzuki,Seiya,,1994,8,18,suzukse01,,30116,673548,11305,suzukse01,12588
8ck3r0jw60,McNeil,Jeff,,1992,4,8,mcneije01,,15362,643446,10061,mcneije01,11118
8d48t6m0pw,Berti,Jon,,1990,1,22,bertijo01,,12037,542932,10113,bertijo01,11169
8dczh03p1w,Hill,Derek,,1995,12,30,hillde01,,16947,656537,10714,hillde01,9866
8e84btg7mg,Burger,Jake,,1996,4,10,burgeja01,,22275,669394,10224,burgeja01,10877
8gksdev9rw,Encarnacion,Jerar,,1997,10,22,encarje01,,21871,666464,10839,encarje01,11783
8gx0yjpe0w,Faucher,Calvin,,1995,9,22,fauchca01,,20116,676534,11395,fauchca01,12311
8jfzmz3jvg,Winn,Keaton,,1998,2,20,winnke01,,23499,676775,11680,winnke01,12737
8jskrzszzc,Rice,Ben,,1999,2,22,ricebe01,,29576,700250,11911,ricebe01,62137
8m210nymbg,Jameson,Drey,,1997,8,17,jamesdr01,,26260,686753,11403,jamesdr01,11724
8m527d9dsc,Santander,Anthony,,1994,10,19,santaan02,,14551,623993,9599,santaan02,10666
8mbf10mdsc,Martinez,Angel,,2002,1,27,martian02,,26540,682657,11675,martian02,12400
8mj1wf68c8,Sanchez,Cristopher,,1996,12,12,sanchcr01,,20778,650911,10770,sanchcr01,11706
8mmb733070,Gorman,Nolan,,2000,5,10,gormano01,,22263,669357,10303,gormano01,11391
8px8s67450,Paris,Kyren,,2001,11,11,parisky01,,26420,677347,11090,parisky01,11776
8sbvw5a4y8,Feltner,Ryan,,1996,9,2,feltnry01,,21446,663372,11282,feltnry01,12265
8vzpdnp9h8,Arrighetti,Spencer,,2000,1,2,arrigsp01,,29921,681293,12020,arrigsp01,60188
8xj82g0qdc,Stanek,Ryne,,1991,7,26,stanery01,,15947,592773,9519,stanery01,10606
8xrkc5ambc,Dana,Caden,,2003,12,17,danaca01,,31508,702674,12171,danaca01,60217
8ygaqhk0t4,Garcia,Robert,,1996,6,14,garciro01,,23363,676395,11823,garciro01,60615
8z3q9w99jw,Bigge,Hunter,,1998,6,12,biggehu01,,26259,685801,12122,biggehu01,61839
8zth7zf9vg,Quero,Jeferson,,2002,10,8,queroje01,,sa3015407,691620,11906,queroje01,12477
907ycx50yc,Bido,Osvaldo,,1995,10,18,bidoos01,,23150,674370,11808,bidoos01,62004
90995cag54,Walker,Taijuan,,1992,8,13,walketa01,,11836,592836,8418,walketa01,9321
9223m55310,Meidroth,Chase,,2001,7,23,meidrch01,,31580,805367,12227,meidrch01,62504
925t712m1c,Weathers,Ryan,,1999,12,17,weathry01,,23796,677960,10325,weathry01,11379
93ka9ydpc4,Naylor,Bo,,2000,2,21,naylobo01,,21865,666310,10143,naylobo01,11296
94cs4mmst0,Morejon,Adrian,,1999,2,27,morejad01,,20039,670970,10123,morejad01,10574
94eywyv5m8,Harrison,Kyle,,2001,8,12,harriky01,,27758,690986,11597,harriky01,12175
94mpzn4b1r,Junis,Jakob,,1992,9,16,junisja01,,13619,596001,9547,junisja01,10494
94t6fawf38,Bregman,Alex,,1994,3,30,bregmal01,,17678,608324,9415,bregmal01,10183
95zk0jkr90,Hilliard,Sam,,1994,2,21,hillisa01,,17954,656541,10457,hillisa01,11206
969mfsf000,Muncy,Max,,1990,8,25,muncyma01,,13301,571970,8691,muncyma01,9606
96h14wsvcg,O'Neill,Tyler,,1995,6,22,oneilty01,,15711,641933,9789,oneilty01,10215
96ygv63gt8,Betts,Mookie,,1992,10,7,bettsmo01,,13611,605141,8638,bettsmo01,9552
974t8n7pqm,Anderson,Ian,,1998,5,2,anderia01,,19951,666120,10217,anderia01,10424
991ycx34nc,Montgomery,Colson,,2002,2,27,montgco01,,sa3017170,695657,11892,montgco01,12413
9bctf7r05g,Woodruff,Brandon,,1993,2,10,woodrbr01,,16162,605540,9678,woodrbr01,10730
9ebc16zk58,Goldschmidt,Paul,,1987,9,10,goldspa01,,9218,502671,8126,goldspa01,8967
9fq2adwwm0,Rojas,Miguel,,1989,2,24,rojasmi02,,7802,500743,8807,rojasmi02,9726
9g91wc7vpg,DeLauter,Chase,,2001,10,8,delauch01,,sa3021053,800050,11919,delauch01,60138
9jvmdbafnc,Santana,Dennis,,1996,4,12,santade01,,17878,642701,9917,santade01,10901
9rdevm9ctw,Parker,Mitchell,,1999,9,27,parkemi01,,27636,680730,11970,parkemi01,12585
9sb7mz3w3m,Happ,Ian,,1994,8,12,happia01,,17919,664023,9655,happia01,10440
9vvd1h1a1m,Freeland,Kyle,,1993,5,14,freelky01,,16256,607536,8941,freelky01,9863
9w8nbvcger,Cobb,Alex,,1987,10,7,cobbal01,,6562,502171,8058,cobbal01,8918
9wbcdvc4em,Mangum,Jake,,1996,3,8,manguja01,,26202,663968,12067,manguja01,60623
9wegc3dn9g,Mead,Curtis,,2000,10,26,meadcu01,,23986,678554,11606,meadcu01,12558
9wxa1wn8p0,Diaz,Yainer,,1998,9,21,diazya02,,23003,673237,11559,diazya02,12435
9xkch4m4sm,Bleday,J.J.,,1997,11,10,bledajj01,,26368,668709,10838,bledajj01,11782
9yxgh2nv9c,Miller,Shelby,,1990,10,10,millesh01,,10197,571946,7683,millesh01,8871
a024zr7jcc,Neto,Zach,,2001,1,31,netoza01,,31347,687263,11741,netoza01,60214
a0j8kt7dt4,Merrill,Jackson,,2003,4,19,merrija01,,29490,701538,11891,merrija01,12522
a1jnwdbp3g,Rojas,Josh,,1994,6,30,rojasjo01,,19734,668942,10670,rojasjo01,11623
a3fzte5mfw,Ward,Taylor,,1993,12,14,wardta01,,17548,621493,10076,wardta01,10496
a3rmkg58e8,Muncy,Max,,2002,8,25,muncyma02,,29779,691777,12301,muncyma02,12501
a4agfareng,Rocker,Kumar,,1999,11,22,rockeku01,,31843,677958,12183,rockeku01,60427
a4k4d4fhrw,Durbin,Caleb,,2000,2,22,durbica01,,29646,702332,12204,durbica01,61788
a71pppf7zm,Nardi,Andrew,,1998,8,18,nardian01,,25942,677053,11536,nardian01,12673
a771h61j04,Mateo,Jorge,,1995,6,23,mateojo01,,17273,622761,9524,mateojo01,10239
a8n9acv3vg,Arenado,Nolan,,1991,4,16,arenano01,,9777,571448,8223,arenano01,9105
a8rvwemen4,Contreras,Willson,,1992,5,13,contrwi01,,11609,575929,9263,contrwi01,10166
a910rz0r9c,Bieber,Shane,,1995,5,31,biebesh01,,19427,669456,10038,biebesh01,10867
a9x5hmq0v8,Larnach,Trevor,,1997,2,26,larnatr01,,21501,663616,10350,larnatr01,11347
