prism_id,last_name,first_name,middle_name,birth_year,birth_month,birth_day,bbref_id,espn_id,fangraphs_id,mlbam_id,nfbc_id,sfbb_id,yahoo_id
vhde1bfts4,LeMahieu,DJ,,1988,7,13,lemahdj01,,9874,518934,8079,lemahdj01,8949
vjawtczgzg,Arozarena,Randy,,1995,2,28,arozara01,,19290,668227,10671,arozara01,11104
vm5n35ysk8,Smith,Shane,,2000,4,4,smithsh01,,31687,681343,12305,smithsh01,63967
vn6t43shy0,Gilbert,Logan,,1997,5,5,gilbelo01,,22250,669302,10712,gilbelo01,11381
vp9f6r8wkc,Painter,Andrew,,2003,4,10,paintan01,,sa3017880,691725,11585,paintan01,60592
vpw0meppym,Birdsong,Hayden,,2001,8,30,birdsha01,,31635,806185,12026,birdsha01,63627
vr31xhrb34,Burleson,Alec,,1998,11,25,burleal01,,27615,676475,11421,burleal01,12550
w20ycaw3zm,Haniger,Mitch,,1990,12,23,hanigmi01,,14274,571745,9431,hanigmi01,10369
w27n8sb42w,Garver,Mitch,,1991,1,15,garvemi01,,15161,641598,9549,garvemi01,10789
w3c7m80qmw,Hoskins,Rhys,,1993,3,17,hoskirh01,,16472,656555,9725,hoskirh01,10556
w3gy2smnz0,Smith,Cam,,2003,2,22,smithca01,,35108,701358,12331,smithca01,64330
w3h5rd2mzw,Soler,Jorge,,1992,2,25,solerjo01,,14221,624585,8331,solerjo01,9228
w4vnt3f2gr,Crews,Dylan,,2002,2,26,crewsdy01,,33541,686611,11922,crewsdy01,62971
w8y9cz0har,Sterner,Justin,,,,,sternju01,,27694,686993,12097,,63720
w999ec2pym,Suarez,Eugenio,,1991,7,18,suareeu01,,12552,553993,8805,suareeu01,9724
w99n89pr80,Abreu,Wilyer,,1999,6,24,abreuwi02,,23772,677800,11709,abreuwi02,12731
w99y831eww,Manzardo,Kyle,,2000,7,18,manzaky01,,29794,700932,11600,manzaky01,60411
wc10f6hgqw,Fairbanks,Peter,,1993,12,16,fairbpe01,,17998,664126,10634,fairbpe01,11597
wc1phf73zg,Greene,Riley,,2000,9,28,greenri03,,25976,682985,10822,greenri01,11760
wf27ttznvg,Deluca,Jonny,,1998,7,10,delucjo01,,26365,676356,11681,delucjo01,12726
wfwvhggx00,Taylor,Tyrone,,1994,1,22,tayloty01,,13675,621438,10114,tayloty01,10195
wg1nne5308,Espinal,Santiago,,1994,11,13,espinsa01,,19997,669289,10781,espinsa01,11556
wkefbq8xa8,Mize,Casey,,1997,5,1,mizeca01,,20492,663554,10159,mizeca01,11083
wkfqz6yz50,Winn,Masyn,,2002,3,21,winnma01,,27479,691026,10899,winnma01,12025
wkq8qz0s5g,Quero,Edgar,,2003,4,6,queroed01,,28022,700337,12191,queroed01,12457
wm51792zmr,Garcia,Luis,,1996,12,13,garcilu05,,23735,677651,11003,garcilu05,11903
wm73kf9gnw,Lee,Dylan,,1994,8,1,leedy01,,19996,669276,10842,leedy01,12275
wm8kysjv9g,Estrada,Thairo,,1996,2,22,estrath01,,16426,642731,9894,estrath01,10923
wqgnk9yg00,Rogers,Jake,,1995,4,18,rogerja03,,19452,668670,10531,rogerja03,10900
wr7kpzxegg,Phillips,Evan,,1994,9,11,phillev01,,17734,623465,9635,phillev01,11052
wrk4fe5fkr,Jung,Josh,,1998,2,12,jungjo01,,26299,673962,10980,jungjo01,11850
wx81tpmf34,McCarthy,Jake,,1997,7,30,mccarja02,,21622,664983,10226,mccarja02,11265
wxggn2fwa8,Grissom,Vaughn,,2001,1,5,grissva01,,26031,687093,11531,grissva01,12361
wxw4gqwrv4,Horwitz,Spencer,,1997,11,14,horwisp01,,26477,687462,11434,horwisp01,12742
wz8m2thfjw,Banda,Anthony,,1993,8,10,bandaan01,,14706,607455,9563,bandaan01,10413
wzfdh52khw,Santana,Carlos,,1986,4,8,santaca01,,2396,467793,7514,santaca01,8619
wzywkpzabw,France,Ty,,1994,7,13,francty01,,17982,664034,10485,francty01,11231
x2sy0b0350,Guerrero Jr.,Vladimir,,1999,3,16,guerrvl02,,19611,665489,9785,guerrvl02,10621
x2zfa6sgz8,Schneider,Davis,,1999,1,26,schneda03,,23565,676914,11838,schneda03,61681
x3p8kejmdg,Toglia,Michael,,1998,8,16,toglimi01,,25845,669911,11080,toglimi01,11759
x5e747991w,Paddack,Chris,,1996,1,8,paddach01,,20099,663978,10161,paddach01,10575
x6yrhtdrzc,Quintana,Jose,,1989,1,24,quintjo01,,11423,500779,8280,quintjo01,9176
x72s5hqzjg,Tucker,Kyle,,1997,1,17,tuckeky01,,18345,663656,9787,tuckeky01,10480
x73acfg0a4,Erceg,Lucas,,1995,5,1,erceglu01,,19360,668674,9921,erceglu01,10659
x762qn0av0,Martinez,Justin,,2001,7,30,martiju01,,24453,679885,11666,martiju01,12750
xeb1wdt9kg,Varland,Louie,,1997,12,9,varlalo01,,27691,686973,11424,varlalo01,12695
xfhqnc45mm,Stroman,Marcus,,1991,5,1,stromma01,,13431,573186,8721,stromma01,9637
xfmennn5bm,Morton,Charlie,,1983,10,12,mortoch02,,4676,450203,6918,mortoch02,8270
xfsjjba3yr,Walls,Taylor,,1996,7,10,wallsta01,,22458,670764,10955,wallsta01,11891
xg75vmt8y8,Rooker,Brent,,1994,11,1,rookebr01,,19627,667670,10149,rookebr01,10917
xhaxafn4k8,Hayes,Ke'Bryan,,1997,1,28,hayeske01,,18577,663647,10262,hayeske01,10566
xhpk19qsqc,Halvorsen,Seth,,2000,2,18,halvose01,,33294,678020,12169,halvose01,63214
xj0n6xr3am,Weaver,Luke,,1993,8,21,weavelu01,,16918,596133,9430,weavelu01,10217
xj8dmrxc5m,Wagner,Will,,1998,7,29,wagnewi01,,29634,695238,12151,wagnewi01,61682
xm3r7p32t8,Bradford,Cody,,1998,2,22,bradfco01,,27597,674003,11792,bradfco01,60440
xm7pa59ehw,Duran,Ezequiel,,1999,5,22,duranez01,,23733,677649,11370,duranez01,11886
xqdes7qnmw,Crawford,J.P.,,1995,1,11,crawfjp01,,15491,641487,8694,crawfjp01,9610
xqg3h312qr,Olson,Reese,,1999,7,31,olsonre01,,24968,681857,11594,olsonre01,12429
xrz075ad5r,Kittredge,Andrew,,1990,3,17,kittran01,,12828,552640,9706,kittran01,10763
xt783zt154,Littell,Zack,,1995,10,5,litteza01,,15823,641793,9860,litteza01,11035
xwednvap4w,Holliday,Jackson,,2003,12,4,hollija01,,31781,702616,11751,hollija01,60090
xy5cw2j034,Brujan,Vidal,,1998,2,9,brujavi01,,20536,660644,9987,brujavi01,11395
xy6k5263xc,McKenzie,Triston,,1997,8,2,mckentr01,,18000,663474,9965,mckentr01,10462
y1mnc23nc4,Peralta,Wandy,,1991,7,27,peralwa01,,14295,593974,9448,peralwa01,10391
y2jqph4mpm,Pagan,Emilio,,1991,5,7,paganem01,,14771,641941,9652,paganem01,10691
y2mqhn8e2r,Tatis Jr.,Fernando,,1999,1,2,tatisfe02,,19709,665487,9948,tatisfe02,10639
y2t10er51r,Schwarber,Kyle,,1993,3,5,schwaky01,,16478,656941,8940,schwaky01,9861
y44kccnx8r,Gomber,Austin,,1993,11,23,gombeau01,,16561,596295,9847,gombeau01,11006
y5qbregv1m,Bednar,David,,1994,10,10,bednada01,,19569,670280,10681,bednada01,11645
y7461vzk5w,Mathews,Quinn,,2000,10,4,mathequ01,,sa3023407,687273,12192,mathequ01,62874
y80pwbw504,Rea,Colin,,1990,7,1,reaco01,,12317,607067,9124,reaco01,10048
y8r8nxqdmc,Megill,Trevor,,1993,12,5,megiltr01,,17722,656730,10804,megiltr01,11717
yddc20xk9g,Rasmussen,Drew,,1995,7,27,rasmudr01,,25385,656876,10807,rasmudr01,11789
yh0x72b9q0,Goodman,Hunter,,1999,10,8,goodmhu01,,29715,696100,11848,goodmhu01,12409
yj4j1dr088,Rengifo,Luis,,1997,2,26,rengilu01,,19858,650859,9609,rengilu01,11210
yj8t3jdmdg,Herrera,Ivan,,2000,6,1,herreiv01,,20599,671056,10220,herreiv01,11836
yjn111dz8w,Yates,Kirby,,1987,3,25,yateski01,,9073,489446,8808,yateski01,9727
ykqddqdpb8,Taillon,Jameson,,1991,11,18,taillja01,,11674,592791,7886,taillja01,9123
yp3cymzjw4,Johnson,Ryan,,,,,johnsry01,,35325,696270,12368,,64367
ypp62av758,Smith,Will,,1995,3,28,smithwi05,,19197,669257,10363,smithwi05,10642
yr1c63w2dw,Estrada,Jeremiah,,1998,11,1,estraje01,,22210,669093,11553,estraje01,12687
ysx5t6934g,Dunning,Dane,,1994,12,20,dunnida01,,19409,641540,10174,dunnida01,10451
ytqk4t4mt0,Lowe,Nate,,1995,7,7,lowena01,,19566,663993,10296,lowena01,11090
yvnkeeqjpm,Verdugo,Alex,,1996,5,15,verdual01,,17027,657077,9757,verdual01,10505
ywdjdvcz0w,Kim,Hyeseong,,1999,1,27,kimhy02,,35322,808975,12214,kimhy02,64858
ywfyqjn9jg,Wong,Connor,,1996,5,19,wongco01,,19896,657136,10937,wongco01,11483
z0cz1d1t5m,Wallner,Matt,,1997,12,12,wallnma01,,26466,670242,11576,wallnma01,11795
z1bn7d08b4,Ashby,Aaron,,1998,5,24,ashbyaa01,,23550,676879,10372,ashbyaa01,11489
z1qwtvmg74,Vesia,Alex,,1996,4,11,vesiaal01,,25007,681911,10784,vesiaal01,11920
z4scshe7qg,Perez,Salvador,,1990,5,10,perezsa02,,7304,521692,8134,perezsa02,9015
z4y1hhq1ew,Martin,Chris,,1986,6,2,martich02,,11847,455119,8768,martich02,9684
z56dq0xfmw,Lynch,Daniel,,1996,11,17,lynchda02,,21537,663738,10176,lynchda02,11322
z85yq85dz0,Smith,Cade,,1999,5,9,smithca06,,27867,671922,11982,smithca06,60016
z9htctsq8r,Schanuel,Nolan,,2002,2,14,schanno01,,33189,694384,11844,schanno01,62953
z9pw7nta9r,Nootbaar,Lars,,1997,9,8,nootbla01,,21454,663457,11225,nootbla01,12212
zb871hkqr8,Meyers,Jake,,1996,6,18,meyerja02,,20308,676694,10999,meyerja01,11913
zbmvz5sb94,Munoz,Andres,,1999,1,16,munozan01,,20373,662253,10134,munozan01,11526
zbz6es97zc,Volpe,Anthony,,2001,4,28,volpean01,,27647,683011,11325,volpean01,11809
zctpzsb1p8,Kelenic,Jarred,,1999,7,16,kelenja01,,22558,672284,10230,kelenja01,11382
zda60s5q8r,Ortiz,Luis,,1999,1,27,ortizlu03,,27646,682847,11572,ortizlu03,12699
zdc050e2k8,Gonzalez,Romy,,1996,9,6,gonzaro01,,21562,663853,11276,gonzaro01,12262
zek4bm1csc,Eovaldi,Nathan,,1990,2,13,eovalna01,,9132,543135,8130,eovalna01,9007
zf6ce9epmc,May,Dustin,,1997,9,6,maydu01,,19716,669160,10189,maydu01,10898
zgenhq9p3w,Carter,Evan,,2002,8,29,carteev01,,27790,694497,11753,carteev01,12563
znadbqt5ng,Springs,Jeffrey,,1992,9,20,sprinje01,,17677,605488,10067,sprinje01,11121
zp8tjext8g,Ornelas,Tirso,,2000,3,11,ornelti01,,22566,672359,10343,ornelti01,11376
zqb2pvkcvw,Miller,Bobby,,1999,4,5,millebo06,,27483,676272,11073,millebo06,12037
zqy3gjvsag,Kranick,Max,,,,,kranima01,,22175,668820,10909,,11977
zvxwrv85gm,Olson,Matt,,1994,3,29,olsonma02,,14344,621566,8690,olsonma02,9605
zwfhjx38fm,Jax,Griffin,,1994,11,22,jaxgr01,,20253,643377,11218,jaxgr01,12203
zwj7xe8srm,Perez,Eury,,2003,4,15,perezeu02,,27768,691587,11591,perezeu02,12468
zx51q8k04m,Flores,Wilmer,,1991,8,6,florewi01,,5827,527038,7538,florewi01,9483
zys999p3cm,Lively,Ben,,1992,3,5,livelbe01,,14932,594902,8960,livelbe01,9881
