prism_id,last_name,first_name,middle_name,birth_year,birth_month,birth_day,espn_id,gsis_id,nffc_id,pfr_id,sleeper_id,sportradar_id,wikidata_id,yahoo_id
k98fygzkww,Rodgers,Aaron,,1983,12,2,8439,00-0023459,5712,RodgAa00,96,0ce48193-e2fa-466e-a986-33f751add206,Q302581,7200
kctnggwtzd,Beck,Carson,,2001,11,19,4430841,00-0041561,23003,BeckCa01,13272,a67c28ce-9e03-46f1-9fb6-b5ef70eb20db,Q115536933,42687
kmxbbgpqgw,Badie,Tyler,,2000,2,7,4362748,00-0037085,19473,BadiTy00,8208,e62678b9-9816-420f-bf86-398e7fea7063,Q108760978,34152
kqtvg8eer0,Monangai,Kyle,,2002,6,6,4608686,00-0040236,22119,MonaKy00,12534,6edec23b-f938-40f7-a151-1db5374880dd,Q123583355,42025
krhnlsgw44,Montgomery,David,,1997,6,7,4035538,00-0035685,17016,MontDa01,5892,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,Q48977154,31905
l4x2ghv0m0,Miller,Jam,,2004,4,29,4685477,00-0041129,23189,MillJa03,13403,e7144c4a-1dd7-4474-b033-ad06e08f1745,Q130258565,42867
lk7jngzflm,Murray,Kyler,,1997,8,7,3917315,00-0035228,17009,MurrKy00,5849,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,Q18648942,31833
lklwmrqhxh,Ali,Rasheen,,2001,2,16,4690013,00-0039796,21167,AlixRa00,11570,9aeb79b0-e55b-4341-8c6b-233971b667a7,Q122866013,41033
lv4x9ft9z0,Smith,Brashard,,2003,4,11,4596602,00-0040078,22117,SmitBr09,12455,3170164a-1718-4a39-9ef2-e18104e35fef,Q123412413,42012
lxk6v8ftmh,Randall,Adam,,2004,7,14,4685526,00-0040888,22960,RandAd00,13302,4fa0fbdb-05a1-4ca0-89dd-f999978b5827,Q121030748,42780
m22wg4v39m,Brooks,Jonathon,,2003,7,21,4678008,00-0039344,21133,BrooJo02,11583,5c842941-844b-4f6a-bce4-26b377146674,Q122789703,40926
m52zwd42tm,Nwangwu,Kene,,1998,2,9,4035537,00-0036842,18992,NwanKe00,7720,482c1032-765a-48d3-b46e-b47a809dbee4,Q106677430,33507
m86chm31p0,Stroud,C.J.,,2001,10,3,4432577,00-0039163,20280,StroCJ00,9758,7e91086f-9ca4-4bd9-a099-b88b2f37e6c6,Q104856413,40030
mk54fj9l2h,Conner,James,,1995,5,5,3045147,00-0033553,15306,ConnJa00,4137,28a084c0-14df-499f-bd1f-b975603626b7,Q18097882,30218
mlm76t1rt0,Dart,Jaxson,,2003,5,13,4689114,00-0040691,22087,DartJa00,12508,53848cba-bcad-4cd0-bb35-0a1f6ed111d1,Q106993197,41810
mn89bhmlhm,Burrow,Joe,,1996,12,10,3915511,00-0036442,17968,BurrJo01,6770,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,Q56860229,32671
mpz6hd3gt4,Herbert,Justin,,1998,3,10,4038941,00-0036355,17976,HerbJu00,6797,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,Q27734163,32676
mt75bqenj0,Laube,Dylan,,1999,12,14,4366963,00-0039407,21175,LaubDy00,11574,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,Q124382622,41054
mztcpq93m8,Robinson,Bijan,,2002,1,30,4430807,00-0038542,20271,RobiBi01,9509,f78d68c2-f9da-48e7-b954-26b69efd828d,Q104531137,40055
nb9dfq04zm,Rivers,Ronnie,,1999,1,31,4243003,00-0037557,19879,RiveRo01,8195,246db560-cb4e-11ec-a667-6354702e3fca,Q113509646,34310
nftzhtqqjd,Pollard,Tony,,1997,4,30,3916148,00-0035261,17067,PollTo00,5967,33b0227d-4c21-4e71-b4cd-be35f7db9123,Q61789041,31960
